"source","overview","original_language","original_title","video","title","genre_ids","poster_path","backdrop_path","media_type","release_date","popularity","vote_average","id","adult","vote_count"
"New York Times","","politics","Article","","us","In 2018, the president called for the group to embrace Russia and stormed out of the summit. Now he is seeking to shrink America’s military role abroad and embarking on a more expansive trade war.","As Trump Returns to G7, Rift With Allies Is Even Deeper","","nyt://article/f40157fd-79f9-51eb-a853-d2eba128570a","https://www.nytimes.com/2025/06/15/us/politics/trump-g7-tariffs-trade-israel-ukraine.html","","","","","2025-06-15T20:15:43-04:00","2025-06-15T17:06:15-04:00","By Erica L. Green and Zolan Kanno-Youngs","2025-06-15T17:06:15-04:00",""
"New York Times","","politics","Article","","us","Federal regulations prohibit government employees from using their public office for private gain.","Close Trump Allies Sponsored the Military Parade, Raising Ethical Concerns","","nyt://article/8f1af13d-8e95-5f17-b3ae-27b04f2a24f8","https://www.nytimes.com/2025/06/15/us/politics/trump-military-parade-sponsors.html","","","","","2025-06-15T13:01:49-04:00","2025-06-15T13:01:49-04:00","By Minho Kim","2025-06-15T13:01:49-04:00",""
"New York Times","","politics","Article","","us","Randi Weingarten, head of one of the nation’s most influential teachers unions, and Lee Saunders, the president of a large union of public workers, each pointed to Ken Martin’s leadership.","Two Top Union Leaders Quit D.N.C. Posts in Dispute With Chairman","","nyt://article/dd00dba8-4e64-545b-9d03-800b5e8c12e6","https://www.nytimes.com/2025/06/15/us/politics/randi-weingarten-dnc-ken-martin.html","","","","","2025-06-15T22:36:31-04:00","2025-06-15T19:27:54-04:00","By Shane Goldmacher and Reid J. Epstein","2025-06-15T19:27:54-04:00",""
"New York Times","","asia","Article","","world","China has long struggled to improve its image, especially in the West. It may be scoring some victories now.","Can This Not-Particularly-Cute Elf Make China Cool?","","nyt://article/7051f9d4-4547-5425-b608-94e0711a6d3a","https://www.nytimes.com/2025/06/16/world/asia/labubu-china-cool.html","","","","","2025-06-16T01:37:18-04:00","2025-06-16T00:01:07-04:00","By Vivian Wang","2025-06-16T00:01:07-04:00",""
"New York Times","","","Article","","us","A raid in Montebello, Calif., has stirred fears that federal agents are detaining and racially profiling U.S. citizens of Hispanic descent.","‘I’m an American, Bro!’: Latinos Report Raids in Which U.S. Citizenship Is Questioned","","nyt://article/6f9f8151-bd92-553a-8acc-8e3577e0e432","https://www.nytimes.com/2025/06/15/us/hispanic-americans-raids-citizenship.html","","","","","2025-06-15T22:25:51-04:00","2025-06-15T22:25:51-04:00","By Jennifer Medina","2025-06-15T22:25:51-04:00",""
"New York Times","","politics","Article","","us","The general, Bassam Hassan, is said to have shared grim news about the fate of Austin Tice, an American journalist and former Marine who went missing in 2012.","Syrian General Questioned in Case of Missing American","","nyt://article/3ae42423-afbb-5750-a32b-efd57761a383","https://www.nytimes.com/2025/06/15/us/politics/syria-austin-tice-journalist.html","","","","","2025-06-15T14:44:39-04:00","2025-06-15T11:26:38-04:00","By Adam Goldman, Haley Willis, Erika Solomon and Christiaan Triebert","2025-06-15T11:26:38-04:00",""
"New York Times","","","Article","","business","He was best known for his success in business, notably the international beauty company he built with his mother, Estée Lauder. But he was also an influential art patron.","Leonard A. Lauder, Philanthropist and Cosmetics Heir, Dies at 92","","nyt://article/b0159f2d-dd2e-5acc-aeb3-8adcedc5b3d0","https://www.nytimes.com/2025/06/15/business/leonard-a-lauder-dead.html","","","","","2025-06-15T21:39:38-04:00","2025-06-15T16:50:51-04:00","By Robert D. McFadden","2025-06-15T16:50:51-04:00",""
"New York Times","","design","Article","","arts","Picasso paintings. Jasper Johns ale cans. Irving Penn photos. The cosmetics heir created the model for the headline-grabbing donation that museums dream of today.","Buy, Donate, Repeat: At 91, Leonard Lauder Has More to Give","","nyt://article/474988b0-7658-5af8-bdf0-360c778ded16","https://www.nytimes.com/2024/12/18/arts/design/leonard-lauder-philanthropy-metropolitan-museum-whitney.html","","","","","2025-04-30T15:57:43-04:00","2024-12-18T05:00:27-05:00","By Carol Vogel","2024-12-18T05:00:27-05:00",""
"New York Times","","asia","Article","","world","One pilot on the ill-fated Air India flight was planning to retire. His co-pilot’s career was just getting started. Their final flight lasted seconds.","A Takeoff, a Mayday Call, and Two Pilots Who Never Made it Home","","nyt://article/2b58e2e5-85f8-577f-92d0-9259c392cfee","https://www.nytimes.com/2025/06/15/world/asia/india-air-crash-pilots.html","","","","","2025-06-15T22:26:11-04:00","2025-06-15T06:29:14-04:00","By Hari Kumar and Mujib Mashal","2025-06-15T06:29:14-04:00",""
"New York Times","","asia","Article","","world","Three days after the crash, only 35 bodies had been handed over to relatives from an overall official death toll of 270.","Heat of Air India Crash Hinders DNA Identification, Agonizing Relatives","","nyt://article/a9b736f9-f31f-58dd-ab2b-ee8a44a7af62","https://www.nytimes.com/2025/06/15/world/asia/air-india-crash.html","","","","","2025-06-15T22:43:36-04:00","2025-06-15T10:48:56-04:00","By Suhasini Raj, Mujib Mashal and Pragati K.B.","2025-06-15T10:48:56-04:00",""
"New York Times","","","Article","","business","An empty shell for years, the mall in Lanesborough, Mass., shows how difficult it is to redevelop malls in smaller towns.","A Town’s Single Largest Taxpayer Is Also Its Biggest Headache","","nyt://article/66b6ac8e-5733-5c82-93b0-50e3d0498cd7","https://www.nytimes.com/2025/06/15/business/malls-empty-small-towns.html","","","","","2025-06-15T05:00:12-04:00","2025-06-15T05:00:12-04:00","By Jim Zarroli and David Degner","2025-06-15T05:00:12-04:00","Square feet"
"New York Times","","africa","Article","","world","Eight families of Mennonites have moved from Mexico to Angola, in southern Africa, raising fears among some Angolans that they will be squeezed out by the new arrivals.","The Mennonite Colony That Made a Deal With a Diamond Company","","nyt://article/e770d766-a253-5266-9cd1-a6ce2dc24aa0","https://www.nytimes.com/2025/06/15/world/africa/angola-mennonites-diamonds.html","","","","","2025-06-15T15:49:17-04:00","2025-06-15T00:01:19-04:00","By Nadia Shira Cohen and Alan Yuhas","2025-06-15T00:01:19-04:00",""
"New York Times","","","Article","","style","The Oscar-winning actor may be starring alongside Brad Pitt in the summer blockbuster “F1: The Movie,” but his career has been harder to categorize.","Javier Bardem Doesn’t Drive. But He Knows How to Swerve.","","nyt://article/2f2dcc0a-7415-5c86-b370-41f78a1ec068","https://www.nytimes.com/2025/06/15/style/javier-bardem-brad-pitt-f1.html","","","","","2025-06-15T05:00:55-04:00","2025-06-15T05:00:55-04:00","By Mattie Kahn","2025-06-15T05:00:55-04:00",""
"New York Times","","","Article","","opinion","Unfortunately, Americans of all stripes are coming to see violence as a legitimate means of expressing dissent.","Political Violence Came to Minnesota. It Didn’t Start There.","","nyt://article/7f8efe77-9c1e-53b4-a503-bb9cc7b52877","https://www.nytimes.com/2025/06/15/opinion/political-violence-minnesota.html","","","","","2025-06-15T23:19:09-04:00","2025-06-15T12:57:16-04:00","By Barbara McQuade","2025-06-15T12:57:16-04:00","Guest Essay"
"New York Times","","","Interactive","","opinion","Three weeks after my mother died, my brother moved in with me. In our grief I emerged as a kind of father.","Ocean Vuong on Becoming a Father to His Brother","","nyt://interactive/b8214900-e070-59d4-a66d-293b7f0c91bb","https://www.nytimes.com/interactive/2025/06/11/opinion/ocean-vuong-family-brother.html","","","","","2025-06-14T16:07:15-04:00","2025-06-11T05:01:31-04:00","By Ocean Vuong","2025-06-11T05:01:31-04:00",""
"New York Times","","","Article","","nyregion","The men had been on the lam for three days after breaking out of the Delaney Hall Detention Center in Newark.","2 of 4 Men Who Escaped From Immigration Detention Center Are Caught","","nyt://article/757928f5-0e34-52fc-95aa-979d76864dc6","https://www.nytimes.com/2025/06/15/nyregion/newark-escapees-caught.html","","","","","2025-06-15T20:40:17-04:00","2025-06-15T20:40:17-04:00","By Chelsia Rose Marcius","2025-06-15T20:40:17-04:00",""
"New York Times","","","Article","","us","Up to four inches of rain fell in a 30-minute period in Ohio County on Saturday night. More rain was falling on Sunday, damaging homes and flooding roads.","At Least 5 Dead and 3 Missing in West Virginia Flash Flooding","","nyt://article/863dbb74-3cb5-519b-b303-a54e5ad24d5a","https://www.nytimes.com/2025/06/15/us/west-virginia-flooding-deaths.html","","","","","2025-06-15T21:17:58-04:00","2025-06-15T13:42:18-04:00","By Amanda Holpuch","2025-06-15T13:42:18-04:00",""
"New York Times","","","Article","","travel","In Italy, Portugal and Spain, activists used water pistols and a “noisy stroll” of suitcases to draw attention to rising housing costs and the environmental toll of tourism.","Protests in Europe Target Mass Tourism With Squirt Guns and Roller Bags","","nyt://article/cc477bb4-44e9-592f-b437-694ba4d27adb","https://www.nytimes.com/2025/06/15/travel/europe-tourism-protests.html","","","","","2025-06-16T00:58:17-04:00","2025-06-15T15:20:15-04:00","By Gabe Castro-Root and Edu Bayer","2025-06-15T15:20:15-04:00",""

"source","overview","original_language","original_title","video","title","genre_ids","poster_path","backdrop_path","media_type","release_date","popularity","vote_average","id","adult","vote_count"
"TMDB","Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.","en","Final Destination Bloodlines","false","Final Destination Bloodlines","","/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg","/uIpJPDNFoeX0TVml9smPrs9KUVx.jpg","movie","2025-05-14","1059.8849","7.032","574475","false","701"
"TMDB","Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.","en","Deep Cover","false","Deep Cover","","/euM8fJvfH28xhjGy25LiygxfkWc.jpg","/lOje1iz4VYWELYWRkZAwI7oIJd0.jpg","movie","2025-06-04","282.7341","6.795","1239193","false","83"
"TMDB","On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.","en","How to Train Your Dragon","false","How to Train Your Dragon","","/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg","/7HqLLVjdjhXS0Qoz1SgZofhkIpE.jpg","movie","2025-06-06","324.9518","7.991","1087192","false","212"
"TMDB","Kate lives a secluded life—until her troubled daughter shows up, frightened and covered in someone else's blood. As Kate unravels the shocking truth, she learns just how far a mother will go to try to save her child.","en","Echo Valley","false","Echo Valley","","/4akm5FQdZFfNpYGgVyOEXi72eby.jpg","/aQ5nvQGT6mM6TliOM5iSgrKVF4C.jpg","movie","2025-06-13","108.2927","6.7","1097311","false","64"
"TMDB","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","en","The Amateur","false","The Amateur","","/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg","/6van4BavoNXaZhCPdzLHNQ4Uc8H.jpg","movie","2025-04-09","562.2812","6.922","1087891","false","483"
"TMDB","When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.","en","The Accountant²","false","The Accountant²","","/kMDUS7VmFhb2coRfVBoGLR8ADBt.jpg","/yBDvgpyynDsbMyK21FoQu1c2wYR.jpg","movie","2025-04-23","414.5707","7.226","870028","false","782"
"TMDB","Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.","en","Sinners","false","Sinners","","/zrYk9fEhhnNTptnhFeyyFIUBu5d.jpg","/nAxGnGHOsfzufThz20zgmRwKur3.jpg","movie","2025-04-16","265.7852","7.6","1233413","false","1465"
"TMDB","Ex-con Kris Chaney seizes the daughter of a Colombian gangster to fulfill a noble promise to the young girl's mother. When her father enlists both the criminal underworld and a psychotic killer to exact his revenge, Kris relies on everything he's ever learned to stay alive and keep his word.","en","Diablo","false","Diablo","","/uFQduVyYIinJy3eLjozgfl6Xtcn.jpg","/fPWJn5pqBr8n4h0YxW3QuasdvoI.jpg","movie","2025-06-13","33.4658","6.8","1127110","false","12"
"TMDB","What will be her last straw? A devastatingly bad day pushes a hardworking single mother to the breaking point — and into a shocking act of desperation.","en","STRAW","false","STRAW","","/t3cmnXYtxJb9vVL1ThvT2CWSe1n.jpg","/wnnu8htEZBLtwrke9QYfLKx6zjp.jpg","movie","2025-06-05","544.3114","8.133","1426776","false","414"
"TMDB","Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.","en","Ballerina","false","Ballerina","","/mKp4euM5Cv3m2U1Vmby3OGwcD5y.jpg","/5IbxcBXZ5EhVAttfNDMPncikudr.jpg","movie","2025-06-04","181.6641","7.095","541671","false","280"
"TMDB","While three of the fiercest warriors in human history—a Viking raider, a ninja in feudal Japan, and a WWII pilot—are killers in their own right, they are merely prey for their new opponent: the ultimate killer of killers.","en","Predator: Killer of Killers","false","Predator: Killer of Killers","","/lbimIPTVsSlnmqSW5ngEsUxtHLM.jpg","/a3F9cXjRH488qcOqFmFZwqawBMU.jpg","movie","2025-06-05","523.095","7.989","1376434","false","486"
"TMDB","Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.","en","Superman","false","Superman","","/ombsmhYUqR4qqOLOxAyr5V8hbyv.jpg","/mMS24Uh4AsgkchTFFQaOwFnFDnO.jpg","movie","2025-07-09","38.6875","0.0","1061474","false","0"
"TMDB","Twenty-eight years since the rage virus escaped a biological weapons laboratory, now, still in a ruthlessly enforced quarantine, some have found ways to exist amidst the infected. One such group lives on a small island connected to the mainland by a single, heavily-defended causeway. When one member departs on a mission into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.","en","28 Years Later","false","28 Years Later","","/hVKHzr4GwSw0FepqhqQ0DDiYHNY.jpg","/zav0v7gLWMu6pVwgsIAwt11GJ4C.jpg","movie","2025-06-18","36.0418","7.0","1100988","false","3"
"TMDB","Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.","en","Elio","false","Elio","","/w2ARwtc1zoh0pyfwmyhpZHwuXgK.jpg","/mBDoBHUZHHy9WG7dRFndjB8adhc.jpg","movie","2025-06-18","28.1135","9.3","1022787","false","3"
"TMDB","A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.","en","Warfare","false","Warfare","","/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg","/cJvUJEEQ86LSjl4gFLkYpdCJC96.jpg","movie","2025-04-09","100.2498","7.264","1241436","false","540"
"TMDB","The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.","en","Lilo & Stitch","false","Lilo & Stitch","","/A89x10Eqt43bPFEWPpbraWwkaFr.jpg","/7Zx3wDG5bBtcfk8lcnCWDOLM4Y4.jpg","movie","2025-05-17","453.6012","7.108","552524","false","632"
"TMDB","A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.","en","Materialists","false","Materialists","","/eDo0pNruy0Qgj6BdTyHIR4cxHY8.jpg","/9PRsqDly2tGzs8KdnjBhIcpJrmG.jpg","movie","2025-06-12","45.6909","7.2","1136867","false","16"
"TMDB","Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.","en","Snow White","false","Snow White","","/xYqFJdnuOk5xXlAh7sOMP2nVYzt.jpg","/tyfO9jHgkhypUFizRVYD0bytPjP.jpg","movie","2025-03-12","126.4451","4.288","447273","false","1106"
"TMDB","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","en","How to Train Your Dragon","false","How to Train Your Dragon","","/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg","/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg","movie","2010-03-18","85.6421","7.844","10191","false","13480"
"TMDB","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","en","Jurassic Park","false","Jurassic Park","","/fjTU1Bgh3KJu4aatZil3sofR2zC.jpg","/2Nhw5RdJXUZlHpbXqImtbvtqjdA.jpg","movie","1993-06-11","10.8759","7.955","329","false","16805"
"source","detailedForecast","temperatureTrend","shortForecast","icon","number","temperatureUnit","probabilityOfPrecipitation","name","temperature","startTime","isDaytime","endTime","windDirection","windSpeed"
"Weather Government","Sunny, with a high near 85. South wind around 5 mph.","","Sunny","https://api.weather.gov/icons/land/day/few?size=medium","1","F","","This Afternoon","85","2025-07-02T12:00:00-05:00","true","2025-07-02T18:00:00-05:00","S","5 mph"
"Weather Government","Mostly clear, with a low around 64. Southeast wind around 5 mph.","","Mostly Clear","https://api.weather.gov/icons/land/night/few?size=medium","2","F","","Tonight","64","2025-07-02T18:00:00-05:00","false","2025-07-03T06:00:00-05:00","SE","5 mph"
"Weather Government","Mostly sunny, with a high near 86. East southeast wind 5 to 15 mph.","","Mostly Sunny","https://api.weather.gov/icons/land/day/sct?size=medium","3","F","","Thursday","86","2025-07-03T06:00:00-05:00","true","2025-07-03T18:00:00-05:00","ESE","5 to 15 mph"
"Weather Government","Partly cloudy, with a low around 72. South southeast wind around 10 mph.","","Partly Cloudy","https://api.weather.gov/icons/land/night/sct?size=medium","4","F","","Thursday Night","72","2025-07-03T18:00:00-05:00","false","2025-07-04T06:00:00-05:00","SSE","10 mph"
"Weather Government","A chance of showers and thunderstorms between 1pm and 4pm, then a chance of showers and thunderstorms. Mostly sunny, with a high near 87. South wind 10 to 20 mph, with gusts as high as 30 mph. Chance of precipitation is 40%. New rainfall amounts between a tenth and quarter of an inch possible.","","Mostly Sunny then Chance Showers And Thunderstorms","https://api.weather.gov/icons/land/day/sct/tsra_hi,40?size=medium","5","F","","Independence Day","87","2025-07-04T06:00:00-05:00","true","2025-07-04T18:00:00-05:00","S","10 to 20 mph"
